20	[20, 0]	0.77	0.80	0.31	0.20	0.60	0.23	0.16	0.13	0.19	0.47	0.66	0.37	
21	[20, 1]	0.15	0.21	0.27	0.17	0.09	0.14	0.17	0.22	0.17	0.21	0.21	0.15	
22	[19, 1]	0.16	0.27	0.29	0.38	0.39	0.25	0.66	0.68	0.28	0.18	0.22	0.16	
23	[18, 1]	0.42	0.19	0.31	0.38	0.21	0.18	0.15	0.18	0.20	0.21	0.25	0.24	
24	[17, 1]	0.16	0.14	0.10	0.20	0.33	0.18	0.54	0.60	0.15	0.16	0.20	0.27	
25	[16, 1]	0.22	0.32	0.24	0.27	0.19	0.45	0.46	0.24	0.43	0.66	1.12	0.29	
26	[15, 1]	0.29	0.34	0.44	0.68	1.03	1.18	0.64	0.48	0.84	1.12	0.42	1.16	
27	[14, 1]	0.56	0.94	0.45	0.77	0.94	0.41	0.29	0.57	0.37	0.62	0.63	1.09	
28	[13, 1]	0.91	0.86	1.16	0.81	0.77	0.88	0.92	0.76	0.84	1.19	0.99	1.53	
29	[12, 1]	1.09	1.10	0.66	0.39	0.24	0.63	1.07	0.46	1.28	1.04	1.15	1.26	
30	[11, 1]	0.74	0.60	0.75	0.59	0.74	0.94	0.74	1.15	0.71	0.48	0.42	0.46	
31	[10, 1]	0.43	0.71	0.64	0.57	0.30	0.38	0.34	0.39	0.34	0.43	0.78	0.76	
32	[9, 1]	0.56	0.28	0.82	0.91	0.24	0.26	0.17	0.29	0.73	0.55	0.33	0.32	
33	[8, 1]	0.38	0.60	0.70	0.39	0.59	0.47	0.42	0.70	0.30	0.55	0.88	0.50	
34	[7, 1]	1.42	1.26	0.71	0.63	0.54	0.36	0.36	1.26	0.51	0.55	1.27	1.09	
35	[6, 1]	0.74	0.97	1.10	1.90	1.93	1.50	1.49	1.76	1.69	1.53	1.49	1.02	
36	[5, 1]	1.44	2.03	1.76	2.03	2.14	0.77	1.33	1.93	1.00	1.64	1.40	1.79	
37	[4, 1]	2.14	1.94	1.31	1.20	1.26	1.63	1.09	1.64	1.69	1.84	0.80	1.93	
38	[3, 1]	1.27	1.92	1.08	1.28	1.55	2.20	2.26	1.40	1.30	1.62	1.04	1.92	
39	[2, 1]	0.75	0.82	0.89	0.44	0.37	0.62	0.74	1.63	1.60	1.52	1.54	1.90	
40	[1, 1]	1.20	0.50	0.27	0.33	0.43	0.25	0.50	0.49	0.83	0.31	0.17	0.45	
41	[0, 1]	0.31	0.55	0.39	0.15	0.31	0.53	0.45	0.41	0.46	0.60	0.37	0.42	
42	[0, 2]	0.34	0.31	0.22	0.16	0.25	0.68	0.28	0.29	0.42	0.32	0.31	0.35	
43	[1, 2]	0.44	0.44	0.57	0.87	0.41	0.51	0.22	0.28	0.21	0.51	0.24	0.31	
44	[2, 2]	0.77	1.43	1.64	1.47	1.23	1.43	0.72	0.37	0.82	1.85	0.95	0.74	
45	[3, 2]	1.03	0.72	0.84	1.54	1.30	1.59	0.54	0.57	0.93	1.36	0.66	0.93	
46	[4, 2]	1.62	1.61	1.38	0.78	0.96	1.36	1.34	0.81	0.56	1.80	1.52	1.18	
47	[5, 2]	1.62	1.73	1.97	1.66	0.93	1.67	1.62	2.10	1.32	1.94	2.27	1.88	
48	[6, 2]	1.30	2.00	1.76	0.94	0.72	0.88	1.50	1.43	1.43	0.79	0.51	1.32	
49	[7, 2]	1.48	1.27	0.92	0.48	0.57	0.95	0.78	0.83	0.81	0.64	1.52	1.70	
50	[8, 2]	0.54	0.84	0.61	0.51	0.57	0.57	0.39	0.40	0.41	0.45	0.75	1.09	
51	[9, 2]	0.44	0.22	0.38	0.37	1.69	1.21	0.88	0.87	0.67	0.62	0.62	0.40	
52	[10, 2]	1.01	1.01	0.48	1.09	0.81	0.86	0.47	0.60	0.93	1.10	0.61	0.33	
53	[11, 2]	0.16	0.51	1.12	1.22	0.97	0.88	0.79	0.66	0.96	1.38	1.07	0.49	
54	[12, 2]	0.69	0.27	0.29	0.37	0.56	0.33	0.64	1.05	0.97	1.16	1.12	0.83	
55	[13, 2]	0.52	0.54	0.65	0.52	0.36	0.49	0.97	0.97	0.91	0.58	0.24	0.29	
56	[14, 2]	0.64	0.66	0.18	0.34	0.76	0.37	0.46	0.53	0.56	0.30	0.30	0.41	
57	[15, 2]	0.59	0.30	0.28	0.14	0.12	0.12	0.12	0.16	0.58	0.20	0.19	0.22	
58	[16, 2]	0.17	0.18	0.25	0.26	0.27	0.26	0.26	0.21	0.24	0.20	0.12	0.10	
59	[17, 2]	0.22	0.33	0.27	0.18	0.22	0.17	0.23	0.13	0.13	0.14	0.17	0.16	
60	[18, 2]	0.19	0.19	0.16	0.15	0.10	0.18	0.25	0.17	0.10	0.11	0.13	0.11	
61	[19, 2]	0.11	0.16	0.14	0.15	0.22	0.14	0.18	0.27	0.17	0.13	0.12	0.19	
62	[20, 2]	0.11	0.09	0.14	0.14	0.16	0.18	0.14	0.09	0.10	0.11	0.21	0.30	
63	[20, 3]	0.08	0.06	0.10	0.08	0.10	0.10	0.05	0.19	0.13	0.12	0.14	0.11	
64	[19, 3]	0.09	0.12	0.16	0.17	0.18	0.15	0.17	0.13	0.10	0.13	0.15	0.17	
65	[18, 3]	0.13	0.17	0.07	0.17	0.17	0.15	0.22	0.17	0.14	0.17	0.22	0.19	
66	[17, 3]	0.24	0.13	0.10	0.09	0.19	0.20	0.15	0.08	0.19	0.27	0.21	0.19	
67	[16, 3]	0.23	0.30	0.41	0.24	0.22	0.21	0.22	0.15	0.15	0.14	0.18	0.15	
68	[15, 3]	0.34	0.33	0.59	0.70	0.29	0.23	0.35	0.33	0.13	0.18	0.27	0.67	
69	[14, 3]	0.47	0.14	0.16	0.15	0.19	0.72	0.70	0.39	0.34	0.60	0.50	0.28	
70	[13, 3]	1.18	0.66	0.60	0.24	0.39	0.58	0.72	0.99	0.78	0.48	0.23	0.41	
71	[12, 3]	0.45	0.59	0.62	0.66	0.63	0.71	1.07	0.91	1.16	0.72	0.83	0.71	
72	[11, 3]	0.68	0.89	0.42	0.60	0.65	0.46	0.91	0.58	0.70	0.83	1.53	1.02	
73	[10, 3]	0.63	0.81	0.53	0.64	1.20	1.06	1.34	0.75	0.43	0.99	0.89	0.77	
74	[9, 3]	0.85	1.06	1.16	0.89	0.49	0.82	0.89	0.28	1.46	1.40	1.42	0.85	
75	[8, 3]	0.65	0.87	0.61	0.41	0.37	0.65	0.54	0.44	0.26	0.29	0.30	0.83	
76	[7, 3]	0.93	1.30	0.89	0.82	1.06	0.96	0.45	0.80	0.92	0.74	0.88	0.69	
77	[6, 3]	1.21	0.83	1.89	1.61	1.52	1.69	0.94	0.74	0.39	0.84	1.62	1.81	
78	[5, 3]	1.35	1.31	1.44	0.95	1.79	1.59	1.68	1.52	1.26	1.61	1.54	1.67	
79	[4, 3]	1.75	1.41	1.26	1.92	1.90	1.31	0.46	0.98	0.88	1.77	1.16	0.91	
80	[3, 3]	0.67	1.10	0.72	1.49	0.91	1.02	1.18	1.19	1.34	1.39	1.44	1.09	
81	[2, 3]	0.50	0.81	0.62	0.93	0.45	0.91	0.53	0.84	1.47	1.29	1.15	1.05	
82	[1, 3]	0.17	0.16	0.22	0.49	0.39	0.25	0.30	0.31	0.35	0.32	0.23	0.18	
83	[0, 3]	0.22	0.20	0.19	0.17	0.27	0.26	0.25	0.19	0.21	0.17	0.20	0.53	
84	[0, 4]	0.27	0.23	0.16	0.12	0.10	0.08	0.13	0.24	0.29	0.19	0.30	0.25	
85	[1, 4]	0.24	0.23	0.30	0.39	0.31	0.20	0.17	0.15	0.43	0.30	0.27	0.38	
86	[2, 4]	0.57	0.86	0.22	0.25	0.50	0.27	0.42	0.82	0.39	0.23	0.30	0.40	
87	[3, 4]	0.62	1.13	1.60	1.27	1.45	1.49	1.10	1.38	1.27	1.28	0.93	1.56	
88	[4, 4]	1.49	1.79	1.22	1.02	1.48	1.42	1.22	1.26	1.34	1.88	1.40	0.88	
89	[5, 4]	0.62	1.77	1.04	1.02	1.49	1.28	1.49	1.52	1.86	0.27	0.60	1.33	
90	[6, 4]	1.32	0.66	0.64	1.37	0.88	0.76	1.49	1.95	1.74	0.89	0.84	1.44	
91	[7, 4]	1.24	1.38	1.06	1.06	0.64	0.96	0.76	0.40	0.54	0.99	0.36	0.64	
92	[8, 4]	0.74	0.52	0.70	0.56	1.15	0.53	0.40	1.01	1.64	0.85	0.58	1.23	
93	[9, 4]	0.24	0.52	0.79	1.43	1.73	0.87	0.77	0.57	1.10	0.90	0.67	1.46	
94	[10, 4]	1.28	0.53	0.47	0.64	0.66	0.40	0.65	1.44	1.29	1.53	1.29	0.72	
95	[11, 4]	1.54	1.32	1.23	0.87	0.84	1.27	0.43	0.47	0.82	1.02	1.19	1.46	
96	[12, 4]	1.05	1.19	0.57	0.64	1.32	1.26	1.32	1.41	0.53	0.97	1.43	1.06	
97	[13, 4]	0.17	0.29	0.76	0.42	0.24	0.17	0.35	0.89	0.63	0.51	0.90	0.70	
98	[14, 4]	0.19	0.18	0.43	0.32	0.32	0.55	0.46	0.63	0.27	0.49	0.27	0.25	
99	[15, 4]	0.24	0.13	0.08	0.32	0.45	0.32	0.18	0.15	0.20	0.19	0.39	0.32	
100	[16, 4]	0.19	0.16	0.19	0.19	0.16	0.21	0.18	0.14	0.20	0.20	0.19	0.16	
101	[17, 4]	0.12	0.19	0.14	0.11	0.10	0.24	0.28	0.24	0.21	0.19	0.15	0.14	
102	[18, 4]	0.16	0.14	0.19	0.13	0.09	0.11	0.08	0.05	0.16	0.16	0.14	0.12	
103	[19, 4]	0.10	0.10	0.13	0.20	0.17	0.12	0.14	0.08	0.18	0.23	0.18	0.08	
104	[20, 4]	0.27	0.14	0.21	0.11	0.05	0.07	0.09	0.12	0.14	0.19	0.18	0.12	
105	[20, 5]	0.10	0.07	0.10	0.10	0.08	0.07	0.08	0.10	0.10	0.23	0.22	0.17	
106	[19, 5]	0.21	0.19	0.09	0.11	0.07	0.15	0.13	0.09	0.12	0.26	0.27	0.16	
107	[18, 5]	0.11	0.19	0.21	0.17	0.13	0.09	0.16	0.12	0.06	0.14	0.17	0.11	
108	[17, 5]	0.22	0.19	0.10	0.19	0.19	0.10	0.18	0.19	0.11	0.13	0.14	0.17	
109	[16, 5]	0.22	0.11	0.18	0.17	0.14	0.16	0.21	0.22	0.19	0.30	0.28	0.37	
110	[15, 5]	0.27	0.36	0.26	0.38	0.31	0.23	0.13	0.19	0.31	0.35	0.27	0.16	
111	[14, 5]	0.27	0.11	0.16	0.28	0.54	0.51	0.29	0.66	0.85	0.41	0.36	0.73	
112	[13, 5]	0.43	0.36	0.86	1.69	1.28	0.77	1.03	0.61	0.50	0.47	0.49	0.94	
113	[12, 5]	1.49	1.38	0.62	0.67	1.47	1.49	1.20	1.37	1.53	0.95	0.92	1.35	
114	[11, 5]	1.58	1.76	1.62	0.98	0.66	0.74	1.35	1.42	1.66	1.55	1.58	0.73	
115	[10, 5]	0.77	0.34	1.66	0.89	1.32	2.16	2.18	1.90	1.50	1.43	0.68	1.01	
116	[9, 5]	1.51	0.79	0.93	2.07	0.49	0.63	0.73	0.48	1.27	1.50	1.63	1.62	
117	[8, 5]	0.69	0.98	1.48	0.65	0.70	0.87	0.73	1.61	0.88	0.88	1.65	0.93	
118	[7, 5]	0.99	1.80	1.51	1.55	1.62	2.12	2.24	1.67	1.38	1.08	0.51	1.24	
119	[6, 5]	1.31	1.33	1.59	0.74	1.53	1.26	2.14	1.78	2.02	0.63	1.66	0.84	
120	[5, 5]	1.73	1.56	1.47	2.31	2.00	1.30	1.37	1.83	1.98	1.27	1.81	1.88	
121	[4, 5]	2.04	2.08	1.76	1.43	1.47	1.35	1.53	1.76	1.83	1.24	2.38	2.24	
122	[3, 5]	1.40	1.93	2.00	0.86	0.84	0.95	1.54	1.68	1.16	1.47	2.04	1.64	
123	[2, 5]	0.71	0.59	0.52	0.36	0.22	0.23	0.44	0.43	0.93	0.77	0.62	0.25	
124	[1, 5]	0.28	0.18	0.23	0.11	0.22	0.34	0.17	0.32	0.25	0.24	0.43	0.27	
125	[0, 5]	0.15	0.16	0.16	0.11	0.17	0.17	0.13	0.11	0.18	0.19	0.28	0.27	
126	[0, 6]	0.20	0.24	0.16	0.16	0.18	0.14	0.12	0.20	0.27	0.46	0.43	0.26	
127	[1, 6]	0.41	0.41	0.28	0.15	0.15	0.16	0.26	0.21	0.20	0.29	0.28	0.34	
128	[2, 6]	0.66	0.80	0.66	0.43	0.55	0.54	0.24	0.35	0.88	0.47	0.35	0.51	
129	[3, 6]	0.49	1.03	0.63	0.82	0.44	1.40	1.01	1.28	1.40	0.60	0.97	1.34	
130	[4, 6]	1.36	0.85	0.69	1.46	0.58	0.65	0.92	1.27	0.83	1.86	2.28	1.57	
131	[5, 6]	1.64	1.72	1.63	1.99	2.05	1.47	1.21	1.81	1.13	1.33	1.32	1.63	
132	[6, 6]	1.63	1.85	2.26	2.42	1.96	0.89	1.80	2.24	2.08	2.08	1.64	1.84	
133	[7, 6]	2.05	2.33	2.12	0.86	0.76	1.55	1.99	1.92	1.98	1.82	1.13	1.23	
134	[8, 6]	1.73	1.01	1.19	2.24	1.95	1.44	1.55	2.03	2.01	1.76	1.04	1.39	
135	[9, 6]	1.29	1.37	2.14	2.54	2.32	1.93	1.52	1.61	2.83	2.16	2.76	2.77	
136	[10, 6]	1.55	1.34	1.91	2.68	1.35	1.59	1.97	2.24	2.40	1.88	1.48	1.42	
137	[11, 6]	1.49	1.65	1.48	1.24	2.25	2.10	1.06	1.04	1.84	2.05	1.93	0.71	
138	[12, 6]	1.39	1.39	1.01	1.64	0.90	1.08	0.53	0.51	0.63	0.91	1.30	1.55	
139	[13, 6]	0.50	1.13	0.60	0.44	0.49	0.47	0.66	0.63	0.41	0.46	0.50	0.29	
140	[14, 6]	0.23	0.19	0.14	0.14	0.21	0.21	0.17	0.20	0.31	0.66	0.52	0.25	
141	[15, 6]	0.51	0.40	0.19	0.14	0.19	0.17	0.21	0.18	0.11	0.14	0.11	0.13	
142	[16, 6]	0.13	0.06	0.14	0.14	0.08	0.07	0.13	0.16	0.12	0.29	0.25	0.27	
143	[17, 6]	0.22	0.21	0.11	0.09	0.15	0.24	0.30	0.17	0.10	0.18	0.14	0.12	
144	[18, 6]	0.05	0.05	0.10	0.13	0.14	0.08	0.08	0.12	0.15	0.14	0.12	0.07	
145	[19, 6]	0.20	0.15	0.18	0.13	0.11	0.07	0.13	0.16	0.12	0.07	0.19	0.13	
146	[20, 6]	0.05	0.12	0.18	0.10	0.04	0.14	0.08	0.07	0.16	0.11	0.09	0.06	
